City,State,Latitude,Longitude
Decatur,AL,34.608016,-87.011052
Cordele,GA,31.917178,-83.785365
Caldwell,ID,43.661908,-116.65629
Suamico,WI,44.63194,-88.03927
Byron,GA,32.618051,-83.788976
Tennille,GA,32.873449,-82.782879
Columbus,OH,40.100924,-83.013402
Avoca,IA,41.433448,-95.342363
Burbank,OH,40.927483,-81.996351
Lake Havasu City,AZ,34.48025,-114.348519
Ontario,OR,44.093127,-117.079896
Minooka,IL,41.45531,-88.26173
Middletown,DE,39.485721,-75.677535
Lexington,KY,38.016674,-84.486043
Temple,GA,33.09374,-84.57382
Chouteau,OK,36.187866,-95.261554
Hayti,MO,36.23368,-89.74953
Jackson,MS,32.289656,-90.184201
Lufkin,TX,31.301706,-94.641414
Palatka,FL,29.690907,-81.708149
Oakdale,WI,43.971514,-90.361161
Winnebago,IL,42.26613,-89.24122
Rockford,IL,42.33342,-89.157198
Whitmore Lake,MI,42.386914,-83.783736
West Monroe,LA,32.565664,-92.172926
Flowood,MS,32.330663,-90.091793
Rayne,LA,30.256405,-92.261328
New Albany,MS,34.488692,-88.963649
Satsuma,AL,30.85324,-88.05611
Junction City,KS,39.026465,-96.783359
Rio Rico,AZ,31.508436,-111.075695
Mount Sterling,KY,38.052103,-83.924711
Seffner,FL,27.983633,-82.275647
Greenbrier,AR,35.211744,-92.376242
Mcdonough,GA,33.476762,-84.055005
Homerville,GA,31.050929,-82.76133
Athens,GA,33.09374,-84.57382
Independence,IA,42.506055,-91.81214
Cokeville,WY,42.247455,-110.941119
Olive Branch,MS,34.921172,-89.869062
Jamestown,SC,33.286,-79.69257
Saint Matthews,SC,33.696732,-80.867833
Wilmer,TX,32.603835,-96.673223
Torrington,WY,42.072314,-104.187474
Wellston,MI,44.662952,-84.089518
Bow,NH,43.128256,-71.544599
Crump,TN,35.219095,-88.319171
Prescott,AR,33.776791,-93.289132
Lee,FL,30.41966,-83.30042
Winona,MS,33.514926,-89.628584
Newport News,VA,37.058296,-76.463471
De Witt,IA,41.841735,-90.55621
Wixom,MI,42.520533,-83.549145
Louisville,KY,38.25247,-85.753812
Milwaukee,WI,43.043213,-87.894734
North Salt Lake,UT,40.844595,-111.919115
Robstown,TX,27.795517,-97.752083
Jackson,TN,35.570424,-88.862742
West Wendover,NV,40.7391,-114.07334
Caldwell,OH,39.744446,-81.483049
Iowa,LA,30.23687,-93.01376
Kinston,NC,35.242923,-77.51666
Beatrice,NE,40.313364,-96.693082
Blairs,VA,36.67986,-79.37308
Chester,VA,37.320744,-77.454311
Gaffney,SC,35.00549,-81.63383
Pendleton,KY,38.473652,-85.300936
Calhoun,GA,34.496921,-84.887942
Roland,OK,35.416163,-94.52271
Afton,OK,36.69369,-94.96302
Houma,LA,29.578671,-90.805402
Saint Michael,MN,45.20996,-93.66496
Manteno,IL,41.25059,-87.83143
La Salle,IL,41.365092,-89.0866
Fairfield,TX,31.767543,-96.138094
Ottawa Lake,MI,41.772724,-83.704835
New Deal,TX,33.729589,-101.83551
Higginsville,MO,39.063374,-93.74083
Williams,IA,42.477733,-93.554643
Liberty,MO,39.298945,-94.436314
South Beloit,IL,42.49307,-89.03678
Owatonna,MN,44.047613,-93.223724
Saint Paul,MN,44.951483,-93.090649
Circleville,OH,39.597084,-82.945899
Biloxi,MS,30.409826,-88.880304
White Pine,TN,36.077612,-83.299826
Waco,TX,31.552011,-97.1382
Woodward,OK,36.438017,-99.442977
Sulphur Springs,TX,33.126435,-95.600838
Clayton,NM,36.451155,-103.162935
Glade Spring,VA,36.74578,-81.773242
Eufaula,OK,35.318019,-95.588523
Mulberry,AR,35.565805,-94.124776
Boaz,AL,34.146146,-86.146749
Calera,AL,33.138832,-86.725315
Carlisle,AR,34.7309,-91.75149
Magnolia,AR,33.206807,-93.224021
Mansfield,AR,35.063448,-94.243268
Texarkana,AR,33.431043,-93.876485
Bellemont,AZ,35.23807,-111.8335
Boles,AR,34.77955,-94.0491
Benson,AZ,32.035885,-110.262611
Mayer,AZ,34.414534,-112.163493
Fruita,CO,39.149614,-108.685164
Kissimmee,FL,28.30639,-81.425522
Chatsworth,GA,34.785543,-84.771623
Jefferson,GA,34.10601,-83.589021
Lula,GA,33.09374,-84.57382
Midland,GA,32.565782,-84.850953
Valdosta,GA,30.753904,-83.332068
Dillon,SC,34.422187,-79.341359
Percival,IA,40.742301,-95.761779
Red Oak,IA,41.030516,-95.19404
Joliet,IL,41.509668,-88.180211
New Berlin,IL,39.768067,-89.854952
Bloomington,IN,39.07881,-86.435094
Warrenville,IL,41.805422,-88.171551
Butler,IN,41.426441,-84.912517
Elkhart,IN,41.71873,-85.937024
Frankfort,IN,40.304355,-86.468915
Howe,IN,41.711914,-85.367474
Middlebury,IN,41.67533,-85.7061
Broussard,LA,30.1606,-91.963869
Fredonia,KS,37.571672,-95.748418
Wathena,KS,39.75916,-94.94969
Garnett,KS,38.232767,-95.286458
Leon,KS,37.66475,-96.748795
Severy,KS,37.61705,-96.225157
Morgantown,KY,37.20017,-86.685898
Alexandria,LA,31.274156,-92.467107
Amite,LA,30.74483,-90.41058
Delcambre,LA,29.94826,-91.98873
Convent,LA,30.02076,-90.82982
Belle Chasse,LA,29.84727,-90.00679
Larose,LA,29.56692,-90.37625
Marrero,LA,29.837276,-90.112449
Springhill,LA,32.994947,-93.509177
Vivian,LA,32.84233,-93.950401
Uxbridge,MA,42.059736,-71.638438
North Oxford,MA,42.166241,-71.891052
Brandywine,MD,38.658807,-76.824293
Alma,MI,43.375171,-84.678002
Lennon,MI,42.98966,-83.900264
Parma,MI,42.257902,-84.580681
Romulus,MI,42.22226,-83.3966
Warren,MI,44.662952,-84.089518
Little Falls,MN,45.980055,-94.245867
Willmar,MN,45.147104,-94.977723
Fair Grove,MO,37.370209,-93.175093
Springfield,MO,37.25807,-93.343673
Grand Ledge,MI,42.700035,-84.766787
Wakefield,MI,44.662952,-84.089518
Cohasset,MN,47.26356,-93.62022
Lucedale,MS,30.866791,-88.649035
Durham,NC,35.99924,-78.897944
Creedmoor,NC,36.108089,-78.671974
Monroe,NC,35.074176,-80.527827
Londonderry,NH,42.8712,-71.387776
Wade,NC,35.142518,-78.745001
Warsaw,NC,35.01803,-78.031022
Greenwood,NE,40.96278,-96.44112
Lincoln,NE,40.865142,-96.823133
East Brunswick,NJ,40.427697,-74.421695
Ridgefield,NJ,40.83315,-74.004233
Woodbridge,NJ,40.553254,-74.288023
Las Vegas,NM,35.551539,-104.985643
Saint Pauls,NC,34.797081,-78.968753
Trenton,NJ,40.280531,-74.712018
South Plainfield,NJ,40.572065,-74.413545
Carlsbad,NM,32.416897,-104.46539
Tatum,NM,33.252178,-103.317675
Cayuta,NY,42.272948,-76.693628
Schenectady,NY,42.880035,-73.991321
Akron,OH,41.04349,-81.524017
Broadview Heights,OH,41.314053,-81.673099
Coolville,OH,39.246862,-81.830623
Harrison,OH,39.259888,-84.759577
Tiffin,OH,41.12453,-83.144773
Upper Sandusky,OH,41.603806,-82.715427
Altus,OK,34.663039,-99.280343
Calera,OK,33.932249,-96.430781
Okmulgee,OK,35.612514,-95.966857
Waurika,OK,34.168309,-98.000691
Weatherford,OK,35.538228,-98.703175
Bensalem,PA,40.10455,-74.95128
Etters,PA,40.150726,-76.798353
King Of Prussia,PA,40.095288,-75.382861
White Haven,PA,41.06064,-75.77408
Batesburg,SC,33.90792,-81.54733
Bishopville,SC,34.207324,-80.306569
Enoree,SC,34.65652,-81.9651
Newberry,SC,34.310027,-81.608611
Ravenel,SC,32.787774,-80.224756
Roebuck,SC,34.829502,-81.947247
Leesville,SC,33.895434,-81.423918
Round O,SC,32.93712,-80.54094
Winfred,SD,43.9972,-97.36229
Carthage,TX,32.183133,-94.309189
Hawley,TX,32.642251,-99.923862
Danville,VA,36.603501,-79.376228
Fort Stockton,TX,30.886367,-102.890491
Hamilton,TX,31.671399,-98.107585
Iowa Park,TX,33.969067,-98.717032
Kosse,TX,31.312973,-96.629121
Memphis,TX,34.730964,-100.539782
Prairie Hill,TX,31.661096,-96.760043
Premont,TX,27.36059,-98.12362
Timpson,TX,31.905616,-94.42602
Trenton,TX,33.413778,-96.30401
Vidor,TX,30.15549,-93.935765
Tremonton,UT,41.68849,-112.255453
South Boston,VA,36.679767,-78.952947
Ferndale,WA,48.861113,-122.608561
Arcadia,WI,44.251711,-91.387699
Bonduel,WI,44.699153,-88.454312
New Church,VA,37.97901,-75.53104
Waynesboro,VA,38.065794,-78.903445
Plover,WI,44.413942,-89.565507
Mountain View,MO,36.974825,-91.76979
Marion,NC,35.684187,-82.034672
Canton,MS,32.625298,-90.008601
Loxley,AL,30.61825,-87.75305
Fairburn,GA,33.591462,-84.608907
South Holland,IL,41.60087,-87.60699
Lenexa,KS,38.953617,-94.733571
Lincoln Park,MI,42.242038,-83.180375
Livonia,MI,42.369351,-83.371753
Bridgeton,MO,38.7514,-90.411542
Madison,WI,43.060926,-88.230636
New Berlin,WI,42.969924,-88.177554
Mountain Top,PA,41.166401,-75.961432
Richmond,IN,39.832079,-84.889699
Broken Bow,OK,33.953477,-94.828998
Pueblo Of Acoma,NM,34.776465,-107.564562
Napanee,ON,44.655522,-92.256292
Hurricane Mills,TN,35.923959,-87.810501
Shelby,NC,35.312012,-81.556777
Haslet,TX,32.941139,-97.353767
Biddeford,ME,43.492125,-70.485368
Jerome,ID,42.736869,-114.374568
Brundidge,AL,31.713427,-85.816261
Centre,AL,34.110859,-85.590218
Fackler,AL,34.79258,-85.90998
Mobile,AL,30.701142,-88.103184
Northport,AL,33.270519,-87.581612
Phenix City,AL,32.495317,-85.024588
Altoona,AL,34.07097,-86.209599
Cabot,AR,34.97453,-92.01653
Clarksville,AR,35.473886,-93.516564
Huntsville,AR,36.028046,-93.778748
Osceola,AR,35.70508,-89.96953
East Dublin,GA,32.493414,-82.943064
Saint Gabriel,LA,30.25279,-91.085716
Mc Leansville,NC,36.108629,-79.670689
Waukesha,WI,43.022155,-88.204676
Morton,IL,40.591322,-89.425339
Spiceland,IN,39.83838,-85.43886
Westville,IN,41.54143,-86.90058
Plainfield,CT,41.688121,-71.884113
Ainsworth,IA,41.351113,-91.581212
Benton,AR,34.485476,-92.585282
London,ON,44.655522,-92.256292
Hanna,AB,41.869647,-106.552216
Brewton,AL,31.129427,-87.096126
Prattville,AL,32.50919,-86.440879
Thomasville,AL,31.91349,-87.73584
Valley,AL,32.81874,-85.17939
Brinkley,AR,34.883421,-91.194574
Dumas,AR,33.875244,-91.488393
Fayetteville,AR,35.974602,-94.190997
Boonville,MO,38.884444,-92.733329
Meeker,CO,39.967864,-108.043592
Boynton Beach,FL,26.645895,-80.430269
Branford,FL,29.95912,-82.92818
Brooksville,FL,28.586197,-82.395858
Middleburg,FL,30.031702,-81.848401
West Palm Beach,FL,26.538269,-80.056751
Americus,GA,32.040432,-84.215282
Buena Vista,GA,32.254152,-84.489818
Donalsonville,GA,30.918229,-84.867238
Fortson,GA,32.60708,-84.93715
Lumber City,GA,31.931373,-82.682963
Moultrie,GA,31.183438,-83.789698
Statesboro,GA,32.425,-81.784956
Bevington,IA,41.36055,-93.79078
Chariton,IA,41.046868,-93.309464
Floyd,IA,43.136067,-92.77932
Fort Madison,IA,40.596949,-91.434473
Mediapolis,IA,41.012819,-91.127994
Muscatine,IA,41.462426,-91.053888
Osceola,IA,41.029937,-93.775845
Pella,IA,41.40805,-92.91631
Riverside,IA,41.47974,-91.58128
Spirit Lake,IA,43.407002,-95.121813
Storm Lake,IA,42.693184,-95.151811
Walnut,IA,41.47749,-95.22194
Wever,IA,40.7129,-91.23819
Council,ID,44.853452,-116.548601
Grangeville,ID,45.869801,-116.19729
Wilder,ID,43.657855,-116.919629
Downs,IL,40.398907,-88.868647
Goodfield,IL,40.62976,-89.27481
Macomb,IL,40.459904,-90.660675
Martinsville,IL,39.325782,-87.850086
Willow Springs,IL,41.74087,-87.86033
Wood Dale,IL,41.96336,-87.97896
Decatur,IN,40.81911,-84.93785
Medaryville,IN,41.072624,-86.849745
Waterloo,IN,41.461019,-85.019562
Iola,KS,37.885757,-95.391057
Hiawatha,KS,39.791367,-95.600405
Johnson,KS,37.562997,-101.707858
Powhattan,KS,39.761448,-95.635089
Strong City,KS,38.390683,-96.538737
Sublette,KS,37.482236,-100.848783
Campbellsville,KY,37.337416,-85.357952
Isom,KY,37.193211,-82.875397
Nicholasville,KY,37.866238,-84.579491
Russell Springs,KY,37.05618,-85.08857
Willisburg,KY,37.843697,-85.128804
Westwego,LA,29.920768,-90.204326
Morgan City,LA,29.697653,-91.265374
Bossier City,LA,32.573112,-93.699378
Gramercy,LA,30.04742,-90.68981
Gray,LA,29.6936,-90.770768
Mansura,LA,31.064478,-92.049086
Saint Martinville,LA,30.223672,-91.779374
Raceland,LA,29.683764,-90.627822
Saint Rose,LA,29.95809,-90.31195
Starks,LA,30.312173,-93.643003
Thibodaux,LA,29.808328,-90.750268
Delhi,LA,32.45764,-91.49317
Westminster,MA,42.549489,-71.913219
Big Pool,MD,39.62371,-78.01583
Hurlock,MD,38.643824,-75.863003
Newburg,MD,38.364718,-76.917398
Auburn,ME,44.087422,-70.243848
Medway,ME,45.618608,-68.543602
Portland,ME,43.658784,-70.262393
Riverview,MI,42.17421,-83.17937
Cadillac,MI,44.335278,-85.549093
Casco,MI,42.767364,-82.672786
Champion,MI,46.466637,-87.920429
Dearborn,MI,42.310037,-83.177625
Newberry,MI,46.460159,-85.515605
Reed City,MI,43.952029,-85.414718
Belleville,MI,42.177312,-83.488444
Wyoming,MI,42.897707,-85.692805
Alexandria,MN,45.902017,-95.420589
Clara City,MN,44.992549,-95.36042
Duluth,MN,47.005566,-92.001934
Kasson,MN,44.017216,-92.790593
Circle Pines,MN,45.185565,-93.129272
Waite Park,MN,45.55719,-94.22416
Jackson,MO,37.434218,-89.634617
Mansfield,MO,37.168407,-92.573487
Republic,MO,37.12005,-93.48019
Ridgedale,MO,36.50395,-93.22379
Savannah,MO,39.953094,-94.837827
Byhalia,MS,34.87232,-89.69064
Collins,MS,31.652811,-89.578002
Columbia,MS,31.218188,-89.801872
Ellisville,MS,31.611088,-89.171825
Florence,MS,32.15348,-90.1312
Mathiston,MS,33.540161,-89.130294
New Augusta,MS,31.2024,-89.03477
Newton,MS,32.32126,-89.16339
Terry,MS,32.09626,-90.29426
Water Valley,MS,34.101631,-89.633458
Bethel,NC,35.757803,-77.39351
Goldsboro,NC,35.368277,-78.092871
Lumberton,NC,34.608106,-78.934474
Morehead City,NC,34.727798,-76.770987
New Bern,NC,35.125849,-76.977181
Oak City,NC,35.970377,-77.251106
Winston Salem,NC,36.111102,-80.200493
Rugby,ND,48.254504,-99.989912
Hebron,NE,40.240562,-97.64485
Laurel,NE,42.42944,-97.08977
Overton,NE,40.801246,-99.521933
Roca,NE,40.661609,-96.664859
Scottsbluff,NE,41.922838,-103.622904
Syracuse,NE,40.645896,-96.169603
Trenton,NE,40.176356,-101.010823
Wayne,NE,42.206417,-96.979049
Epping,NH,43.047595,-71.084411
East Rutherford,NJ,40.828399,-74.093886
Edison,NJ,40.519753,-74.393444
Richwood,NJ,39.716166,-75.16344
Clementon,NJ,39.80364,-75.005762
Ledgewood,NJ,40.88121,-74.65599
North Bergen,NJ,40.80427,-74.01208
Towaoc,CO,37.212,-108.72638
Pennsauken,NJ,39.96484,-75.0565
Vineland,NJ,39.495524,-75.008665
Lemitar,NM,34.153754,-106.912543
Algodones,NM,35.38006,-106.47284
Hawthorne,NV,38.52557,-118.62738
Harpursville,NY,42.186306,-75.67618
Limestone,NY,42.02729,-78.62947
Otego,NY,42.441165,-75.148268
Peru,NY,44.554081,-73.569296
Seneca Falls,NY,42.905264,-76.794921
Ashland,OH,40.826965,-82.296131
Brookpark,OH,41.401,-81.832107
Bucyrus,OH,40.832674,-82.973876
Massillon,OH,40.814381,-81.497182
Rossford,OH,41.60977,-83.56438
Ashville,OH,39.71562,-82.95296
Steubenville,OH,40.406817,-80.662786
Hugo,OK,34.018892,-95.514473
Idabel,OK,33.89566,-94.82633
Oologah,OK,36.448241,-95.704667
Thackerville,OK,33.79344,-97.14307
Brantford,ON,44.655522,-92.256292
Hamilton,ON,39.425137,-84.472925
Pickering,ON,40.45082,-94.84219
Union Point,GA,33.61568,-83.0746
Wyoming,ON,,
Crescent,PA,40.557753,-80.227975
East Berlin,PA,39.9376,-76.97859
East Earl,PA,40.142759,-76.019741
Everett,PA,39.966962,-78.458753
Fairless Hills,PA,40.17837,-74.85248
Hershey,PA,40.269748,-76.636357
Mill Hall,PA,41.071123,-77.476304
Liberty,PA,41.583782,-77.138826
Nanty Glo,PA,40.47229,-78.83336
Natrona Heights,PA,40.6234,-79.72977
Stockertown,PA,40.75399,-75.26212
Feasterville Trevose,PA,40.139277,-74.981002
York,PA,39.962998,-76.727139
Aiken,SC,33.554433,-81.69588
Aynor,SC,33.939968,-79.041027
North Charleston,SC,33.08079,-80.260544
Honea Path,SC,34.4465,-82.39151
Johns Island,SC,32.624718,-80.040587
Prosperity,SC,34.188062,-81.552888
Saint Stephen,SC,33.33618,-79.92364
Lennox,SD,43.298098,-96.856021
Wolsey,SD,44.44945,-98.487894
Bristol,TN,36.531703,-82.192545
Cumberland City,TN,36.39339,-87.63641
Fayetteville,TN,35.168227,-86.601925
Kingston,TN,35.816595,-84.521104
Smyrna,TN,35.959541,-86.53159
Abilene,TX,32.576489,-99.665323
Chillicothe,TX,34.25647,-99.51676
Ennis,TX,32.333778,-96.63479
Friona,TX,34.627408,-102.784361
Vernon,TX,34.155524,-99.284002
Gonzales,TX,29.543029,-97.543969
Pharr,TX,26.1948,-98.18362
Rockport,TX,28.013108,-97.09364
Atkins,VA,36.869374,-81.399235
Cross Junction,VA,39.32038,-78.29334
Front Royal,VA,38.928308,-78.174537
Leesburg,VA,39.041987,-77.605404
Pound,VA,37.088727,-82.623231
Alburgh,VT,44.060542,-72.673307
Brattleboro,VT,42.884281,-72.760753
Bear Creek,WI,44.53137,-88.72649
Edgar,WI,44.904647,-90.012469
Friendship,WI,43.997966,-89.777051
Green Bay,WI,44.480778,-88.016063
Hartford,WI,43.357616,-88.319032
Kewaskum,WI,43.499425,-88.206447
Larsen,WI,44.194993,-88.688629
Lomira,WI,43.59138,-88.44371
Necedah,WI,44.022637,-90.130552
New Lisbon,WI,43.911145,-90.165918
Plainfield,WI,44.21386,-89.49234
Prairie Du Chien,WI,43.084008,-91.069064
Trego,WI,45.966368,-91.886372
West Salem,WI,43.897572,-91.120198
Windsor,WI,43.207783,-89.34178
Wittenberg,WI,44.8272,-89.16956
Chester,WV,40.61312,-80.56285
West Union,WV,39.296522,-80.774491
Evansville,WY,42.899153,-106.175375
Thermopolis,WY,43.775844,-108.383949
Marengo,OH,40.406317,-82.782091
Blythe,GA,33.29264,-82.20151
Champaign,IL,40.10789,-88.244266
Haughton,LA,32.53265,-93.50406
La Porte,IN,41.537585,-86.73764
Clinton,NJ,40.63677,-74.90989
New Milford,PA,41.890486,-75.688114
Statesville,NC,35.868681,-80.890285
Litchfield,IL,39.17533,-89.65426
Watertown,NY,43.968892,-75.906501
Albany,KY,36.745738,-85.181967
Moncton,NB,39.566189,-76.597891
Louisville,MS,33.101687,-89.068098
Kamloops,BC,45.784462,-93.552152
Dade City,FL,28.416397,-82.212104
Bunkie,LA,30.95325,-92.18263
Ithaca,MI,43.249453,-84.60379
Minnesota City,MN,44.081907,-91.73508
Edenton,NC,36.135621,-76.580107
Casa Blanca,NM,35.0456,-107.47144
Irving,TX,32.767268,-96.777626
Encinal,TX,28.040526,-99.356329
Catlettsburg,KY,38.349127,-82.649833
Saint Augustine,FL,29.918235,-81.367087
Zanesville,OH,39.927415,-82.004058
Avondale,AZ,33.4356,-112.3496
Hermiston,OR,45.84041,-119.28946
Decatur,IL,39.839477,-88.946486
Cottage Grove,WI,43.071165,-89.196996
Wasco,OR,45.59179,-120.69811
Midlothian,TX,32.431364,-96.978849
Richfield,OH,41.235492,-81.621093
Holland,IA,42.44797,-92.817924
Newport,TN,36.00244,-83.159605
Sault Sainte Marie,MI,46.4953,-84.345317
Newton Lower Falls,MA,42.328708,-71.2559
Poplar Bluff,MO,36.778764,-90.440688
Hartford,TN,35.82414,-83.098214
Kosciusko,MS,33.055142,-89.5913
Keysville,VA,37.013846,-78.567247
Stewartville,MN,43.884346,-92.503744
Searchlight,NV,35.48306,-114.91579
Pine Grove,PA,39.957584,-75.70101
Granite City,IL,38.70144,-90.14872
Greenwood,IN,39.62181,-86.175319
Princeton,IL,41.424736,-89.452044
