City,State,Latitude,Longitude
Irvington,AL,30.479141,-88.232843
Diamond,OH,41.102836,-81.049216
Roseville,MI,42.509635,-82.936069
Etna,OH,39.957167,-82.683686
Richwood,WV,38.230265,-80.578921
Mosheim,TN,36.18954,-82.95849
West Jordan,UT,40.622887,-111.964564
Dewey,AZ,34.55652,-112.284396
Bangs,TX,31.7171,-99.13255
Fort Atkinson,WI,42.926467,-88.841626
Yucca,AZ,34.87223,-114.1494
Holly Springs,MS,34.74504,-89.484963
Groveport,OH,39.84692,-82.88487
Salem,IL,38.643793,-88.974839
Buckhannon,WV,38.975479,-80.240664
Corsicana,TX,32.084915,-96.528172
Atlanta,IL,40.233769,-89.257602
Omro,WI,44.050782,-88.754887
Lancaster,OH,39.68965,-82.609282
Summerfield,FL,29.01123,-82.032463
Durant,OK,34.044944,-96.321428
West Bend,WI,43.443839,-88.19631
Elk Grove Village,IL,42.00865,-87.99736
Mims,FL,28.699314,-80.895344
Edgerton,KS,38.76473,-95.00802
Emmetsburg,IA,43.118345,-94.690755
Crivitz,WI,45.261661,-88.078001
Orem,UT,40.311353,-111.72496
Norwood,MA,42.182798,-71.196277
Jordan,NY,43.067413,-76.439657
Stephenville,TX,32.321348,-98.108828
Fennimore,WI,42.9836,-90.6554
New Ulm,MN,44.259924,-94.511407
Stewart,MN,44.739112,-94.489204
Dublin,TX,32.123145,-98.289028
Post,TX,33.180889,-101.298072
Clyde,TX,32.40596,-99.49369
Wink,TX,31.755315,-103.155748
Comanche,TX,31.979672,-98.513844
Melrose,NM,34.50512,-103.564506
Wall,TX,31.37405,-100.30759
Brownsville,WI,43.602789,-88.52302
Park Rapids,MN,46.984699,-95.09935
Labelle,FL,26.690881,-81.448873
Hayward,WI,45.955223,-91.278308
Beaver Dam,WI,43.466482,-88.862852
Ashley,IN,41.501455,-85.071275
Tea,SD,43.44637,-96.83588
Fairborn,OH,39.82089,-84.01938
Hoopeston,IL,40.442138,-87.672943
Wahoo,NE,41.197043,-96.669114
Grant Park,IL,41.24114,-87.64615
Kimball,MN,45.36261,-94.309928
Dodgeville,WI,43.007063,-90.192522
Leesburg,GA,33.09374,-84.57382
Polk City,IA,41.75673,-93.698063
Bates City,MO,38.974639,-94.063718
Surprise,AZ,33.640996,-112.37833
Apache Junction,AZ,33.393398,-111.478975
Belleville,WI,42.903829,-89.586339
Goodlettsville,TN,36.34145,-86.775747
Sheldon,IA,43.170886,-95.792885
Bellefontaine,OH,40.378783,-83.787784
Winneconne,WI,44.124886,-88.745129
Los Lunas,NM,34.76577,-106.712287
Morton,TX,33.667497,-102.690997
Idalou,TX,33.66647,-101.68294
Crowell,TX,33.968163,-99.641288
Spur,TX,33.471532,-100.802023
Fritch,TX,35.663213,-101.575988
Texline,TX,36.337083,-102.916844
Aspermont,TX,33.139647,-100.224966
Silverton,TX,34.471337,-101.30419
Stamford,TX,32.869561,-99.808377
Hermleigh,TX,32.63658,-100.75229
Electra,TX,34.02926,-98.91896
Paige,TX,30.210039,-97.157246
Luxemburg,WI,44.541977,-87.670551
Jasper,GA,34.469042,-84.428243
Drayton,ND,48.5711,-97.17785
Lancaster,SC,34.717915,-80.683935
Ruston,LA,32.580553,-92.639756
Orrville,OH,40.84367,-81.76402
Antigo,WI,45.160809,-89.093942
Mount Horeb,WI,43.00861,-89.73846
Holmen,WI,43.968617,-91.223484
Saint Johnsbury,VT,44.42873,-72.01155
Frankfort,KY,38.228115,-84.869708
Santa Teresa,NM,31.87044,-106.67023
Ripley,NY,42.26569,-79.7123
Forrest City,AR,35.026272,-90.859555
Ville Platte,LA,30.724974,-92.386968
Wellsville,KS,38.642244,-95.149986
Eaton,CO,40.53026,-104.71135
Thorp,WI,44.894112,-90.790684
Tuscola,TX,32.20958,-99.79675
Hatch,NM,32.661331,-107.123524
Decorah,IA,43.294252,-91.789582
Killdeer,ND,47.37196,-102.75408
East Granby,CT,41.939096,-72.740538
Gardner,KS,38.814998,-94.94139
Alabaster,AL,33.193415,-86.794377
Livingston,NY,42.142068,-73.757399
Springer,NM,36.36114,-104.59527
Welch,OK,36.885732,-95.215685
Tinnie,NM,33.37065,-105.22637
Sudan,TX,34.047934,-102.526312
Azle,TX,32.909715,-97.526302
Oldcastle,ON,44.655522,-92.256292
Safford,AZ,32.813612,-109.701631
Wolfforth,TX,33.50592,-102.00906
Henryetta,OK,35.462159,-96.012229
Dudley,GA,32.505705,-83.108975
Anadarko,OK,35.07256,-98.24366
Mineral Wells,TX,32.799602,-98.126806
Chiefland,FL,29.389639,-82.834776
Grove Hill,AL,31.704953,-87.801307
Forsyth,GA,33.025944,-83.915021
Cambridge,MN,45.602457,-93.263457
Pilot Mountain,NC,36.422632,-80.505421
Rincon,GA,32.285205,-81.287526
Smyer,TX,33.58426,-102.16323
Hannibal,OH,39.6673,-80.87204
Bethlehem,GA,33.943652,-83.721536
Breckenridge,TX,32.769037,-98.84154
Robert Lee,TX,31.911149,-100.487299
Durango,CO,37.318364,-107.880367
Saint Croix,IN,38.22395,-86.58637
Appleton,MN,45.282008,-95.95757
Genoa,NE,41.445863,-97.732584
Canyon,TX,35.004998,-101.91008
Savage,MN,44.751113,-93.367975
Glen Rose,TX,32.210812,-97.792155
Shelby,MS,33.957757,-90.74504
Audubon,IA,41.704535,-94.918652
Colgate,WI,43.209445,-88.241501
Claude,TX,35.133039,-101.460835
Iowa City,IA,41.634209,-91.49905
Lancaster,PA,40.076553,-76.31068
Perry,IA,41.84276,-94.10635
Darien,WI,42.60168,-88.7076
Keenesburg,CO,40.085322,-104.506123
Rankin,TX,31.226573,-101.944129
Saint Peter,MN,44.337793,-94.070153
Acworth,GA,34.034515,-84.707349
Platteville,WI,42.73416,-90.47846
Harlem,GA,33.456131,-82.307337
Spring Hope,NC,35.94476,-78.093002
Bolivar,MO,37.626464,-93.413616
Saint Croix Falls,WI,45.509689,-92.611733
Carrollton,IL,39.30227,-90.40706
Donegal,PA,40.102807,-79.377008
Falls City,NE,40.073908,-95.602053
Ironwood,MI,46.479574,-90.167111
Castle Rock,WA,46.27511,-122.90761
Newburg,MO,37.839291,-91.91236
Oostburg,WI,43.620857,-87.810616
Oelwein,IA,42.693463,-91.853578
Altoona,WI,44.803612,-91.442253
Riverton,IL,39.84422,-89.53954
Lenorah,TX,32.258885,-101.844195
Duncombe,IA,42.463053,-94.016459
Bessemer,MI,46.48134,-90.05295
Cokato,MN,45.086044,-94.185096
Sturgeon Bay,WI,44.78333,-87.31667
Jackson,AL,31.592985,-87.898539
Brogue,PA,39.860758,-76.467305
Fall River,MA,41.726343,-71.120746
Millsap,TX,32.745716,-97.956126
Cedar Grove,WI,43.590548,-87.85532
Spooner,WI,45.82245,-91.88934
Denison,TX,33.76672,-96.546662
Meridian,TX,31.926424,-97.652901
Pearl River,LA,30.37603,-89.7484
Madison,OH,41.781467,-81.073247
Saint James,MO,37.971347,-91.636399
Lecanto,FL,28.859286,-82.508694
Durand,WI,44.640224,-91.831869
Hugo,MN,45.182366,-92.945218
Loudon,TN,35.738092,-84.344062
New Lenox,IL,41.510802,-87.961808
Hutto,TX,30.551885,-97.554189
Alpine,WY,43.16353,-111.01802
Payson,AZ,34.194999,-111.305069
Normal,IL,40.529083,-88.958937
Springtown,TX,32.96596,-97.68364
Castle Dale,UT,39.21219,-111.01961
Wylie,TX,33.012135,-96.534936
Martinsville,IN,39.477625,-86.466792
Hopkinsville,KY,36.876568,-87.471106
Moncks Corner,SC,33.197118,-80.023339
Sanger,TX,33.341653,-97.214454
Alma,KS,38.953556,-96.204558
Shippenville,PA,41.263674,-79.434105
Grandview,MO,38.876107,-94.527063
Logansport,IN,40.77927,-86.375168
Waconia,MN,44.844847,-93.746148
Eden,TX,31.174061,-99.876368
Ivanhoe,MN,44.460411,-96.246374
Shelby,OH,40.848784,-82.571998
Newcomerstown,OH,40.33031,-81.571033
Mount Crawford,VA,38.35707,-78.94086
Tunica,MS,34.692892,-90.338981
Mineral Point,MO,37.936112,-90.742423
Dover,OH,40.52062,-81.47401
Mount Eaton,OH,40.6945,-81.70318
Galion,OH,40.746972,-82.823
Sheridan,AR,34.306936,-92.398709
Unicoi,TN,36.201952,-82.316667
ALBANY,GA,31.560674,-84.176751
Grand Ridge,FL,30.71241,-85.0202
Bound Brook,NJ,40.575402,-74.538249
Williamsport,MD,39.589123,-77.826258
Christiansburg,VA,37.154804,-80.418396
Sugar Grove,IL,41.776787,-88.451655
Magna,UT,40.699401,-112.088875
Correctionville,IA,42.47499,-95.78556
Winter Garden,FL,28.566338,-81.260818
Fairview,KS,39.821847,-95.727038
Clines Corners,NM,35.0095,-105.66918
Maribel,WI,44.276554,-87.801651
Immokalee,FL,26.18437,-81.415175
Nokomis,FL,27.144031,-82.464468
Seaford,DE,38.64123,-75.61104
Canaan,ME,44.743659,-69.585151
Warren,AR,33.573602,-92.097852
Kemp,TX,32.44264,-96.229977
Queen City,TX,33.155715,-94.153684
Cross Plains,TX,33.149263,-102.834676
Lott,TX,31.20351,-97.03666
Gatesville,TX,31.417739,-97.833033
Richardton,ND,46.820533,-102.264513
Fessenden,ND,47.625048,-99.564274
Tioga,ND,48.364623,-102.957597
Harwood,ND,46.956511,-96.965445
McComb,MS,31.1769,-90.40156
Hosford,FL,30.38658,-84.79797
Blountstown,FL,30.442582,-85.046048
Helper,UT,39.68413,-110.85461
Guntown,MS,34.44316,-88.65978
Castroville,TX,29.364948,-98.909219
Guyton,GA,32.331563,-81.384181
Graham,NC,35.972114,-79.347527
Coldwater,MS,34.69018,-89.962513
Ingleside,TX,27.8778,-97.21166
Bluffton,IN,40.71327,-85.2023
Troy,PA,41.788389,-76.837246
SAMSON,AL,31.07181,-86.113647
Columbia,KY,37.116131,-85.265586
Columbia,NC,35.936934,-76.203339
Pinetops,NC,35.793,-77.633263
CHANDLER,OK,35.647953,-96.871215
Wynnewood,OK,34.645418,-97.162257
Carpio,ND,48.417859,-101.705933
Claypool,AZ,33.415409,-110.814893
Ecru,MS,34.336606,-89.010873
Elyria,OH,41.371396,-82.105112
HOMER GLEN,IL,41.6292,-87.93089
Berwyn,IL,41.85059,-87.79367
Turtle Lake,WI,45.400115,-92.074695
Monaca,PA,40.68729,-80.27145
Edinburgh,IN,39.35422,-85.96666
Yorktown,IN,40.19855,-85.509272
Gilberts,IL,42.102524,-88.379932
Parkman,OH,41.37061,-81.0651
Winfield,TX,33.16734,-95.11188
Phillipsburg,KS,39.779113,-99.346302
Zebulon,GA,33.077371,-84.321736
Hopewell,VA,37.286676,-77.296596
Sour Lake,TX,30.14021,-94.41102
Soperton,GA,32.383145,-82.557135
Vidalia,GA,32.198683,-82.39208
Newkirk,OK,36.840009,-97.056112
Portia,AR,36.08646,-91.06735
Pocahontas,AR,36.324042,-91.084748
Maryville,TN,35.688378,-84.076895
Buckatunna,MS,31.53905,-88.52892
Hillsborough,NJ,40.497692,-74.670505
La Feria,TX,26.15896,-97.82389
Lawtey,FL,30.047063,-82.12691
Whitney,TX,31.971321,-97.346289
Muldrow,OK,35.470128,-94.539715
Cave City,AR,35.948292,-91.5317
Middletown,OH,39.543446,-84.442394
Leland,NC,34.245499,-78.083622
Bridgeport,CT,41.308873,-73.363661
Allen,OK,34.869145,-96.415107
Riverdale,IL,41.649434,-87.633572
Lowellville,OH,41.056428,-80.549561
Saint Charles,MO,38.858035,-90.463316
Hazelwood,MO,38.7844,-90.399166
Grenada,MS,33.786016,-89.845462
Franklin,TX,31.000137,-96.517098
Princeton,NC,35.471193,-78.164309
Cookstown,ON,40.049551,-74.557215
Worland,WY,44.008105,-108.141457
Eastaboga,AL,33.60594,-86.02136
International Falls,MN,48.60278,-93.40194
Moorefield,WV,39.06233,-78.96947
Oxford,MS,34.330814,-89.483519
Wright,WY,43.705442,-105.619567
HICKORY HILLS,IL,41.72559,-87.82506
Galatia,IL,37.8406,-88.60922
Cape Charles,VA,37.259125,-75.961975
Hunt Valley,MD,39.480493,-76.655257
Nottingham,MD,39.392107,-76.489277
Warren,ME,44.12036,-69.24005
Windsor,NC,36.039911,-76.936954
Shannon,MS,34.144146,-88.68396
Columbus,GA,32.472864,-84.97823
Pulaski,TN,35.217373,-87.015664
Elgin,IL,42.034492,-88.238396
Santa Anna,TX,33.104709,-96.730981
SOUTH BEND,IN,41.673383,-86.251654
Yorkshire,NY,42.524691,-78.475474
Maxton,NC,34.711437,-79.318072
Clarence,IA,41.864242,-91.024771
Edgewood,MD,39.434799,-76.293579
Bronx,NY,40.819329,-73.920355
Cusseta,GA,32.292547,-84.736706
Hennessey,OK,36.1092,-97.89867
Mc Alpin,FL,30.186428,-82.983576
Lake Butler,FL,30.007626,-82.341422
Nederland,TX,29.97438,-93.9924
Taylorsville,GA,34.129573,-84.973364
Pennington,AL,32.209362,-88.048983
Hudson,FL,28.382489,-82.64803
Crystal Lake,IL,42.272492,-88.314084
Mchenry,IL,42.331147,-88.29518
Tupelo,OK,34.603933,-96.420055
Asherton,TX,28.448923,-99.759184
Blackshear,GA,31.326324,-82.271206
Hondo,TX,29.398586,-99.176245
Bloomfield,IN,39.031541,-86.838359
Wapato,WA,46.522398,-120.508444
Toppenish,WA,46.328522,-120.370257
Oakdale,LA,30.80547,-92.62153
Albion,MI,42.2906,-84.792885
Hinsdale,IL,41.800683,-87.928173
Dekalb,IL,41.92947,-88.75036
Burwell,NE,41.782277,-99.134041
Doniphan,NE,40.800367,-98.446665
Jacumba,CA,32.61756,-116.18974
Eastland,TX,32.403972,-98.777973
Turner,ME,44.265473,-70.254155
West Paris,ME,44.264111,-70.498513
Muncie,IN,40.142124,-85.389874
Lumberton,TX,30.281836,-94.219122
Gallipolis,OH,38.793762,-82.2692
Marathon,FL,24.71375,-81.09035
Winnabow,NC,34.155253,-78.055776
Bladenboro,NC,34.621027,-78.725506
Callahan,FL,30.556322,-81.837594
Cherry Valley,IL,42.23474,-88.94899
Tar Heel,NC,34.745753,-78.809292
Lineville,AL,33.340127,-85.789238
Clifton,TX,31.791801,-97.520315
Carthage,MS,32.785217,-89.524057
Itasca,IL,41.97503,-88.00729
Moab,UT,38.5804,-109.54019
Bellwood,IL,41.88142,-87.88312
Emmitsburg,MD,39.675397,-77.336732
Coudersport,PA,41.776165,-77.956692
New Stanton,PA,40.24375,-79.658436
Hickory,NC,35.758221,-81.308224
Morrison,TN,35.60285,-85.91971
Springerville,AZ,34.13338,-109.28592
Harlingen,TX,26.255523,-97.667502
Wanamingo,MN,44.272099,-92.812034
Orwigsburg,PA,40.65481,-76.10077
Austin,IN,38.748455,-85.750469
Mercedes,TX,26.1498,-97.91361
Washington,UT,37.13054,-113.50829
Greeley,CO,40.384991,-104.680631
Lytle,TX,29.213865,-98.755526
Bowie,AZ,32.32647,-109.48701
Plano,IL,41.66281,-88.53702
Madison,IN,38.804552,-85.420605
Waynesburg,PA,39.87477,-80.08057
Trenton,MO,40.083658,-93.598888
Mexico,MO,39.201449,-91.838271
La Plata,MO,39.988763,-92.531207
King City,MO,40.050583,-94.522013
Glasgow,MO,39.22725,-92.84658
California,MO,38.625055,-92.550973
Aurora,MO,36.97089,-93.71798
Centerville,IA,40.686447,-92.881614
Milan,MO,40.166282,-93.120132
Clinton,MO,38.401811,-93.785012
Qulin,MO,36.588977,-90.264918
Louisiana,MO,39.440073,-91.088401
Tarkio,MO,40.44028,-95.37776
New Underwood,SD,44.056691,-102.79897
Geneva,NE,40.52749,-97.600691
American Falls,ID,42.635233,-112.945777
Baker,FL,30.85525,-86.674139
Goldthwaite,TX,31.447214,-98.458794
Bloomingdale,GA,32.107103,-81.291335
Creola,AL,30.89185,-88.03972
Parachute,CO,39.45192,-108.05285
La Vernia,TX,29.34551,-98.087356
Dawsonville,GA,34.453661,-84.155043
South Windsor,CT,41.834198,-72.564632
Lansing,IL,41.56476,-87.53893
Byram,MS,32.19061,-90.258327
Utica,NY,43.077369,-75.233208
Libertyville,IL,42.28947,-87.957724
Jacksboro,TX,33.246805,-98.264241
Pell City,AL,33.592484,-86.325995
Kearneysville,WV,39.349586,-77.878957
Warren,OH,41.176641,-80.902344
Malta Bend,MO,39.148119,-93.377596
Gwinn,MI,46.331119,-87.439658
Gassaway,WV,38.67315,-80.77482
Sainte Genevieve,MO,37.981442,-90.041779
Tishomingo,MS,34.671205,-88.238068
Leeds,ND,48.165312,-99.432466
Slater,MO,39.21808,-93.06909
Dexter,MO,36.79589,-89.95787
Lake City,AR,35.824808,-90.510018
Trenton,SC,33.698302,-81.864218
Owensville,MO,38.360691,-91.477511
Homer Glen,IL,41.6292,-87.93089
Windsor,MO,38.53224,-93.52215
Boylston,MA,42.39176,-71.70368
Marquette,MI,46.54354,-87.39542
Tonopah,NV,38.09965,-117.24822
Fort Collins,CO,40.594597,-105.127416
Demopolis,AL,32.51764,-87.8364
Canon City,CO,38.477727,-105.507603
Jackpot,NV,41.98324,-114.67476
Iron Mountain,MI,45.82023,-88.06596
Foley,AL,30.384723,-87.726796
American Fork,UT,40.395796,-111.803101
Redwood Falls,MN,44.521759,-95.200255
East Lyme,CT,41.378842,-72.236794
Fountain Inn,SC,34.65781,-82.2441
Addison,IL,41.93106,-88.01305
Ash Fork,AZ,35.21722,-112.49136
Crete,NE,40.628937,-97.016925
West Haven,CT,41.272452,-72.940335
Jefferson City,MO,38.494029,-92.165194
Peotone,IL,41.346316,-87.772133
Ladson,SC,33.01317,-80.107174
Hillsboro,TX,31.937903,-97.057661
Saraland,AL,30.869984,-88.118401
Griffin,GA,33.265854,-84.289552
Picayune,MS,30.52547,-89.67951
Canastota,NY,43.005767,-75.798607
East Windsor,CT,41.903347,-72.592883
Wolcott,NY,43.224693,-76.840547
Mead,CO,40.23332,-104.99859
Sycamore,GA,31.652867,-83.578336
Sioux Center,IA,43.084013,-96.269648
New Concord,OH,40.024342,-81.767017
Gonzales,LA,30.204707,-90.869481
Niagara Falls,NY,43.095821,-79.040407
Blaine,WA,48.953983,-122.712014
Litchfield Park,AZ,33.49337,-112.35794
Rock Rapids,IA,43.415126,-96.146555
Hosston,LA,32.896272,-93.877571
Aubrey,TX,33.278066,-97.01748
Granbury,TX,32.435405,-97.844867
Salado,TX,30.925692,-97.570057
Crane,TX,31.39736,-102.35014
Purvis,MS,31.228126,-89.501513
Yukon,OK,35.489527,-97.750009
Vance,AL,33.226133,-87.225842
Cleveland,MS,33.758855,-90.725595
Helena,MT,46.527398,-112.21037
Mason,TX,30.752875,-99.142096
Spring Lake,NC,35.189079,-78.977243
Marble Falls,TX,30.581216,-98.208732
Gastonia,NC,35.284018,-81.189693
Ellsworth,KS,38.696579,-98.205437
Willoughby,OH,41.637997,-81.377383
Darlington,SC,34.317738,-79.931655
Scottville,MI,43.940385,-86.26351
Lithonia,GA,33.667509,-84.144816
Pierson,FL,29.244623,-81.471982
Stedman,NC,35.030903,-78.700219
Watford City,ND,47.802905,-103.2667
Bourbon,IN,41.323904,-86.150818
MC DERMITT,NV,41.97402,-117.60982
Riegelwood,NC,34.353063,-78.24873
Pana,IL,39.38893,-89.08008
Rural Hall,NC,36.230211,-80.329602
Delphos,OH,40.794444,-84.311596
Sarcoxie,MO,37.06923,-94.1166
Coffeyville,KS,37.0373,-95.61637
Indian Springs,NV,36.511372,-115.645121
Villa Park,IL,41.875379,-87.97643
Hanover Park,IL,41.977726,-88.14259
Portales,NM,34.076964,-103.352595
Horseshoe Bay,TX,30.581216,-98.208732
Hephzibah,GA,33.32229,-82.058032
Widener,AR,35.02342,-90.68483
Mascotte,FL,28.58299,-81.894119
Franklinville,NJ,39.59823,-75.035749
Tecumseh,NE,40.365,-96.1964
Bogata,TX,33.470494,-95.211712
Lemont,IL,41.707431,-87.975568
Lorena,TX,31.38656,-97.21556
Corrigan,TX,31.040793,-94.812363
Hampton,GA,33.408112,-84.273764
Sierra Vista,AZ,31.571011,-110.170235
Grovetown,GA,33.466721,-82.213991
Liberty,ME,44.38924,-69.30282
Flora Vista,NM,36.79932,-108.08058
Rome,NY,43.20886,-75.383365
Andover,MN,45.237661,-93.272428
Lexington,NC,35.801894,-80.210762
Emerson,GA,34.118352,-84.762315
Hankinson,ND,46.073423,-96.92473
University Park,IL,41.477816,-87.683188
Kremmling,CO,40.147681,-106.378296
Coachella,CA,33.6803,-116.17389
Milford,IA,43.367677,-95.208331
North Liberty,IA,41.763944,-91.604798
Flat Rock,NC,35.297055,-82.403731
Lockport,IL,41.58948,-88.05784
Taylor,MI,42.245837,-83.249067
Harrisburg,SD,43.425258,-96.659737
Greensboro,GA,33.560655,-83.193389
Milford,TX,32.150961,-96.981584
Hartland,WI,43.123679,-88.336087
Mondovi,WI,44.48773,-91.68068
Kiowa,OK,34.723584,-95.906795
